"","lang","nativeCountryArea","complexity","logpop2","lat","lon","missing","propPresent","complexityCentered"
"353","Tiwa (Southern)","North America",-1,3.21245,35,-106.33,22,0.08333,-0.5
"354","Tojolabal","North America",-1,4.5563,16.33,-91.5,21,0.125,-0.33333
"355","Tonkawa","North America",-1,1.69897,30.25,-96.75,11,0.54167,-0.07692
"356","Tsimshian (Coast)","North America",-1,2.90309,52.5,-129,9,0.625,-0.06667
"357","Tuscarora","North America",-1,1.69897,36,-77.5,17,0.29167,-0.14286
"358","Yucatec","North America",-1,5.8451,20,-89,21,0.125,-0.33333
"359","Yuchi","North America",-1,1.69897,35.75,-86.75,11,0.54167,-0.07692
"360","Zapotec (Isthmus)","North America",-1,4.92942,16.33,-94.17,18,0.25,-0.16667
"361","Zapotec (San Lucas Quiaviní)","North America",-1,4.45484,16.9,-96.47,18,0.25,-0.16667
"362","Zapotec (Yatzachi)","North America",-1,3.39794,17.2,-96.2,21,0.125,-0.33333
"363","Zoque (Chimalapa)","North America",-1,3.65321,16.75,-94.75,20,0.16667,-0.25
"364","Zoque (Soteapan)","North America",-1,4.47712,18.33,-95.17,20,0.16667,-0.25
"365","Aguaruna","South America",-1,4.58309,-5,-78,22,0.08333,-0.5
"366","Amahuaca","South America",-1,2.49136,-10.5,-72.5,18,0.25,-0.16667
"367","Amuesha","South America",-1,3.9926,-10.5,-75.42,17,0.29167,-0.14286
"368","Apinayé","South America",-1,2.90309,-5.5,-48,19,0.20833,-0.2
"369","Arawak","South America",-1,3.38917,5.5,-55.17,13,0.45833,-0.09091
"370","Baure","South America",-1,1.69897,-13.08,-64.17,18,0.25,-0.16667
"371","Cayapa","South America",-1,3.53782,0.67,-79,20,0.16667,-0.25
"372","Chorote","South America",-1,3.30276,-22.5,-62.5,22,0.08333,-0.5
"373","Damana","South America",-1,3.50853,11,-73.5,21,0.125,-0.33333
"374","Gününa Küne","South America",-1,1.69897,-41,-67,20,0.16667,-0.25
"375","Huitoto (Minica)","South America",-1,3.23172,-0.33,-74,12,0.5,-0.08333
"376","Huitoto (Muinane)","South America",-1,2,-2.42,-71,21,0.125,-0.33333
"377","Jaqaru","South America",-1,2.86688,-13,-76,16,0.33333,-0.125
"378","Jebero","South America",-1,3.39794,-5.42,-76.5,17,0.29167,-0.14286
"379","Jivaro","South America",-1,4.66903,-2.5,-78,19,0.20833,-0.2
"380","Kadiwéu","South America",-1,3.07918,-20,-57,19,0.20833,-0.2
"381","Kaingang","South America",-1,4.25527,-26,-52,21,0.125,-0.33333
"382","Kamaiurá","South America",-1,2.4456,-12,-52.67,18,0.25,-0.16667
"383","Karitiâna","South America",-1,2.30103,-9.5,-64,18,0.25,-0.16667
"384","Karó (Arára)","South America",-1,2.17609,-10.33,-62,18,0.25,-0.16667
"385","Machiguenga","South America",-1,4.00642,-12,-72.67,21,0.125,-0.33333
"386","Matis","South America",-1,2.07918,-4.42,-70.25,19,0.20833,-0.2
"387","Movima","South America",-1,3.16197,-13.83,-65.67,21,0.125,-0.33333
"388","Mundurukú","South America",-1,3.8451,-7,-58,20,0.16667,-0.25
"389","Nadëb","South America",-1,2.47712,-1,-66.5,17,0.29167,-0.14286
"390","Nambikuára","South America",-1,3.0607,-13,-59,16,0.33333,-0.125
"391","Páez","South America",-1,4.8537,2.67,-76,18,0.25,-0.16667
"392","Pemon","South America",-1,3.78916,5.33,-62,22,0.08333,-0.5
"393","Piaroa","South America",-1,4.08207,5,-67,19,0.20833,-0.2
"394","Pilagá","South America",-1,3.30103,-25,-60,18,0.25,-0.16667
"395","Piro","South America",-1,3.60206,-11,-73,20,0.16667,-0.25
"396","Quechua (Cochabamba)","South America",-1,6.5608,-17.5,-66,21,0.125,-0.33333
"397","Resígaro","South America",-1,1.69897,-2.42,-71.5,18,0.25,-0.16667
"398","Sáliba (in Colombia)","South America",-1,3.19173,6,-70,21,0.125,-0.33333
"399","Shiriana","South America",-1,2.75282,3.5,-62.83,20,0.16667,-0.25
"400","Sirionó","South America",-1,2.60097,-15.58,-64,18,0.25,-0.16667
"401","Tariana","South America",-1,2,1,-69.17,16,0.33333,-0.125
"402","Tunebo","South America",-1,1.69897,6.75,-72.25,22,0.08333,-0.5
"403","Wayana","South America",-1,2.87332,3.25,-54.17,22,0.08333,-0.5
"404","Xavante","South America",-1,4,-15,-52.5,19,0.20833,-0.2
"405","Yahgan","South America",-1,1.69897,-55,-68,22,0.08333,-0.5
"406","!Xóõ","Africa",0,3.62325,-24,21.5,21,0.125,0
"407","/Xam","Africa",0,1.69897,-31,21,22,0.08333,0
"408","Acholi","Africa",0,5.89861,3,32.67,20,0.16667,0
"409","Amo","Africa",0,4.0886,10.33,8.67,19,0.20833,0
"410","Angolar","Africa",0,3.69897,0.25,6.5,22,0.08333,0
"411","Anyi","Africa",0,5.9345,7,-3.5,22,0.08333,0
"412","Arabic (Abbéché Chad)","Africa",0,5.99396,13.83,20.83,22,0.08333,0
"413","Arabic (Tunisian)","Africa",0,6.96604,36.75,10.25,21,0.125,0
"414","Babole","Africa",0,3.60206,1.08,17.25,22,0.08333,0
"415","Bade","Africa",0,5.39794,12.83,10.5,22,0.08333,0
"416","Bafut","Africa",0,4.69897,6.25,9.92,22,0.08333,0
"417","Baka (in Sudan)","Africa",0,4.41996,4.83,29.25,21,0.125,0
"418","Bakueri","Africa",0,4.50786,4.25,9.25,21,0.125,0
"419","Bakundu","Africa",0,5.02524,4.83,9.33,22,0.08333,0
"420","Bankon","Africa",0,4.07918,4.42,9.58,22,0.08333,0
"421","Barambu","Africa",0,4.40773,3.5,27,20,0.16667,0
"422","Basaá","Africa",0,5.36173,3.92,10.5,22,0.08333,0
"423","Baule","Africa",0,6.32838,7,-5,21,0.125,0
"424","Benga","Africa",0,3.47712,1.17,9.42,22,0.08333,0
"425","Berber (Chaouia)","Africa",0,6.14613,35,7,22,0.08333,0
"426","Berber (Mzab)","Africa",0,4.8451,32.5,3.5,22,0.08333,0
"427","Bidiya","Africa",0,4.14613,11.92,18.75,20,0.16667,0
"428","Bira","Africa",0,5.07918,1,28.75,21,0.125,0
"429","Birri","Africa",0,2.30103,5.5,25.17,22,0.08333,0
"430","Bobangi","Africa",0,5.07464,-1.33,17.33,21,0.125,0
"431","Bolia","Africa",0,5,-1.25,18.33,22,0.08333,0
"432","Bongo","Africa",0,4.00363,7.5,28.5,19,0.20833,0
"433","Buduma","Africa",0,4.73878,13.5,14.5,18,0.25,0
"434","Bukusu","Africa",0,5.75205,0.75,34.67,22,0.08333,0
"435","Bushoong","Africa",0,5.19072,-4.5,21.5,20,0.16667,0
"436","Chai","Africa",0,4.31433,5.33,35.33,20,0.16667,0
"437","Chichewa","Africa",0,6.97079,-14,34,20,0.16667,0
"438","Degema","Africa",0,4,4.75,6.75,22,0.08333,0
"439","Dhaasanac","Africa",0,4.53862,4.67,36.33,21,0.125,0
"440","Doko","Africa",0,5.17609,3,23.08,22,0.08333,0
"441","Dongo","Africa",0,4.11059,3,30,20,0.16667,0
"442","Duala","Africa",0,4.943,4,9.42,22,0.08333,0
"443","Duka","Africa",0,4.86332,11.17,5.08,20,0.16667,0
"444","Ebira","Africa",0,6,8.17,7,22,0.08333,0
"445","Efik","Africa",0,5.60206,4.92,8.5,21,0.125,0
"446","Ekoti","Africa",0,4.80754,-16.5,39.5,22,0.08333,0
"447","Enya","Africa",0,4.17609,-4.75,26.75,21,0.125,0
"448","Fula (Cameroonian)","Africa",0,5.94778,9.17,13.5,18,0.25,0
"449","Gaanda	Africa	0	4.63347	10.33	12.58	21	0.12500	0.00000
Gamo	Africa	0	6.09224	6.67	37.25	21	0.12500	0.00000
Gimira	Africa	0	5.23951	7.00	35.75	19	0.20833	0.00000
Gumuz	Africa	0	5.20527	12.50	35.83	20	0.16667	0.00000
Haya	Africa	0	6.07918	-2.00	31.50	19	0.20833	0.00000
Hdi	Africa	0	4.46240	11.87	13.72	22	0.08333	0.00000
Hehe	Africa	0	5.87506	-8.00	36.00	22	0.08333	0.00000
Hemba	Africa	0	5.25758	-6.25	27.17	22	0.08333	0.00000
Holoholo	Africa	0	4.19033	-5.17	29.92	22	0.08333	0.00000
Hunde	Africa	0	5.30103	-1.17	28.83	18	0.25000	0.00000
Ifumu	Africa	0	3.91116	-3.67	15.33	21	0.12500	0.00000
Igede	Africa	0	5.39794	7.00	8.17	21	0.12500	0.00000
Ik	Africa	0	3.30103	3.75	34.17	18	0.25000	0.00000
Ila	Africa	0	4.78675	-15.58	26.50	20	0.16667	0.00000
Ingessana	Africa	0	4.82715	11.50	34.00	21	0.12500	0.00000
Jur Luwo	Africa	0	4.90309	8.00	28.00	21	0.12500	0.00000
Kabiyé	Africa	0	5.86332	9.67	1.17	21	0.12500	0.00000
Kabyle	Africa	0	6.49457	36.50	5.00	19	0.20833	0.00000
Kaguru	Africa	0	5.33646	-6.33	37.00	21	0.12500	0.00000
Kami	Africa	0	4.21514	-6.75	38.00	22	0.08333	0.00000
Kanembu	Africa	0	5.58998	14.00	15.00	21	0.12500	0.00000
Kara (in Central African Republic)	Africa	0	3.68124	10.00	23.00	19	0.20833	0.00000
Kemant	Africa	0	3.21748	12.67	37.42	21	0.12500	0.00000
Kenyang	Africa	0	4.81291	5.67	9.50	22	0.08333	0.00000
Kilba	Africa	0	5.24304	10.33	13.17	22	0.08333	0.00000
Kiluba	Africa	0	6.17754	-8.00	26.00	20	0.16667	0.00000
Klao	Africa	0	5.28330	4.75	-8.75	21	0.12500	0.00000
Ko (Winye)	Africa	0	4.30103	11.87	-2.92	22	0.08333	0.00000
Konni	Africa	0	3.57978	10.25	-1.58	19	0.20833	0.00000
Kposo	Africa	0	5.21085	7.50	0.83	21	0.12500	0.00000
Kwami	Africa	0	4.00000	10.42	11.00	22	0.08333	0.00000
Kxoe	Africa	0	3.99948	-17.50	22.50	19	0.20833	0.00000
Lagwan	Africa	0	4.00000	11.50	14.83	19	0.20833	0.00000
Lamba	Africa	0	5.33041	-13.00	28.00	22	0.08333	0.00000
Langi	Africa	0	5.54407	-4.50	36.00	22	0.08333	0.00000
Lebeo	Africa	0	4.13316	1.75	25.00	22	0.08333	0.00000
Lega	Africa	0	5.60206	-2.83	27.17	20	0.16667	0.00000
Lendu	Africa	0	5.88081	2.00	30.50	19	0.20833	0.00000
Lobi	Africa	0	5.64473	10.50	-3.25	22	0.08333	0.00000
Logoti	Africa	0	5.32222	3.50	30.00	22	0.08333	0.00000
Lucazi	Africa	0	5.32098	-14.00	20.00	22	0.08333	0.00000
Maale	Africa	0	4.73061	6.00	36.92	21	0.12500	0.00000
Makaa	Africa	0	4.90309	3.42	12.25	22	0.08333	0.00000
Makonde	Africa	0	6.13778	-11.00	40.00	22	0.08333	0.00000
Makua	Africa	0	6.39794	-15.00	38.67	21	0.12500	0.00000
Malgwa	Africa	0	4.63849	11.50	13.75	19	0.20833	0.00000
Mambwe	Africa	0	5.55606	-9.08	31.17	21	0.12500	0.00000
Mamvu	Africa	0	4.77815	3.25	29.00	20	0.16667	0.00000
Mandinka (Gambian)	Africa	0	6.08434	13.42	-16.00	22	0.08333	0.00000
Mangbetu	Africa	0	5.79239	2.50	26.50	20	0.16667	0.00000
Maninka (Western)	Africa	0	5.69484	13.00	-11.00	21	0.12500	0.00000
Masa	Africa	0	5.32653	10.50	15.50	19	0.20833	0.00000
Masakin	Africa	0	4.57978	10.67	30.00	20	0.16667	0.00000
Mba	Africa	0	4.55735	1.00	25.00	20	0.16667	0.00000
Mbalanhu	Africa	0	1.69900	-17.50	15.00	21	0.12500	0.00000
Mbara	Africa	0	3.00000	11.00	15.42	20	0.16667	0.00000
Mbere	Africa	0	5.02482	-0.50	14.00	22	0.08333	0.00000
Mbili	Africa	0	4.00000	6.12	10.20	20	0.16667	0.00000
Mbodomo	Africa	0	5.24797	4.50	15.50	22	0.08333	0.00000
Mbole	Africa	0	5.00000	-0.67	24.67	21	0.12500	0.00000
Mbugu	Africa	0	3.84510	-4.33	38.17	22	0.08333	0.00000
Meen","Africa",0,4.7527,5,37,19,0.20833,0
"450","Migama","Africa",0,4.30103,12.17,19.83,22,0.08333,0
"451","Mokilko","Africa",0,4.07918,11.92,18.08,22,0.08333,0
"452","Mondunga","Africa",0,3.39794,2.25,21.5,21,0.125,0
"453","Mpongwe","Africa",0,4.66972,-1.25,9.5,22,0.08333,0
"454","Mundani","Africa",0,4.53148,5.67,9.92,22,0.08333,0
"455","Mungaka","Africa",0,4.69984,5.92,10,20,0.16667,0
"456","Mursi","Africa",0,3.51561,5.58,36.08,20,0.16667,0
"457","Mwera","Africa",0,5.67117,-9,39,18,0.25,0
"458","Nande","Africa",0,5.95569,-0.08,29.17,21,0.125,0
"459","Nara (in Ethiopia)","Africa",0,4.90309,15.08,37.58,21,0.125,0
"460","Nateni","Africa",0,4.81954,10.5,1.17,22,0.08333,0
"461","Ndogo","Africa",0,4.36816,7.75,27,22,0.08333,0
"462","Ngbaka","Africa",0,6.0081,3.5,20,21,0.125,0
"463","Nkem","Africa",0,4.53782,6.58,8.58,22,0.08333,0
"464","Nsenga","Africa",0,5.76649,-14.5,30.83,22,0.08333,0
"465","Ntomba","Africa",0,5,-2,18.33,22,0.08333,0
"466","Nubi","Africa",0,4.39338,0.67,32.08,22,0.08333,0
"467","Nuer","Africa",0,5.90575,8.33,32,20,0.16667,0
"468","Nyanga","Africa",0,5.17609,-1.25,28.17,22,0.08333,0
"469","Nyiha","Africa",0,5.79657,-10,33,22,0.08333,0
"470","Nzakara","Africa",0,4.69897,5,23,20,0.16667,0
"471","Orig","Africa",0,4.55313,12.17,30.83,22,0.08333,0
"472","Paa	Africa	0	3.90309	11.00	9.25	19	0.20833	0.00000
Pangwa	Africa	0	4.97772	-10.00	34.75	22	0.08333	0.00000
Pare	Africa	0	5.69897	-4.00	36.50	20	0.16667	0.00000
Podoko	Africa	0	4.47712	11.00	14.08	20	0.16667	0.00000
Pokot	Africa	0	5.42160	1.50	35.50	20	0.16667	0.00000
Rimi	Africa	0	5.74507	-5.00	34.67	22	0.08333	0.00000
Rundi	Africa	0	6.68582	-3.50	30.00	22	0.08333	0.00000
Runyoro-Rutooro	Africa	0	5.69499	1.50	31.33	22	0.08333	0.00000
Sandawe	Africa	0	4.60206	-5.00	35.00	22	0.08333	0.00000
Sangu	Africa	0	4.32037	-1.50	11.83	21	0.12500	0.00000
Sebei	Africa	0	5.07918	1.33	34.58	21	0.12500	0.00000
Seme	Africa	0	4.60206	11.00	-4.92	22	0.08333	0.00000
Sena	Africa	0	5.94279	-18.00	35.25	22	0.08333	0.00000
Sengele	Africa	0	4.23045	-1.83	17.33	21	0.12500	0.00000
Sesotho	Africa	0	6.68790	-28.00	27.00	18	0.25000	0.00000
Shambala	Africa	0	5.82217	-4.75	39.17	20	0.16667	0.00000
Shatt	Africa	0	4.17609	10.83	30.00	19	0.20833	0.00000
Sila	Africa	0	4.79991	12.33	21.75	21	0.12500	0.00000
Soddo	Africa	0	5.40600	8.50	38.50	21	0.12500	0.00000
Subiya	Africa	0	4.62309	-17.75	24.92	21	0.12500	0.00000
Sukuma	Africa	0	6.50515	-2.83	32.00	22	0.08333	0.00000
Sungor	Africa	0	4.58522	13.75	21.50	20	0.16667	0.00000
Swati	Africa	0	6.23221	-26.50	31.00	20	0.16667	0.00000
Tabwa	Africa	0	5.49136	-8.00	29.50	20	0.16667	0.00000
Talinga	Africa	0	4.92612	0.42	29.67	21	0.12500	0.00000
Tangale	Africa	0	5.11394	9.75	11.33	21	0.12500	0.00000
Tashlhiyt	Africa	0	6.47712	31.00	-5.00	17	0.29167	0.00000
Temein	Africa	0	4.00000	11.92	29.42	21	0.12500	0.00000
Tenyer	Africa	0	4.48001	10.67	-4.50	18	0.25000	0.00000
Tera	Africa	0	5.00268	11.00	11.83	17	0.29167	0.00000
Tetela	Africa	0	5.87506	-4.00	24.00	21	0.12500	0.00000
Tonga (in Zambia)	Africa	0	6.18099	-17.00	27.00	20	0.16667	0.00000
Tsonga	Africa	0	6.51523	-24.00	32.00	21	0.12500	0.00000
Tuki	Africa	0	4.41497	4.58	11.50	22	0.08333	0.00000
Venda	Africa	0	5.98246	-22.00	30.00	22	0.08333	0.00000
Yao (in Malawi)	Africa	0	6.28825	-14.50	35.50	22	0.08333	0.00000
Yulu	Africa	0	3.84510	8.50	25.25	20	0.16667	0.00000
Zayse	Africa	0	4.25042	5.92	37.33	19	0.20833	0.00000
Zenaga	Africa	0	2.30103	17.33	-16.00	21	0.12500	0.00000
Achang	Asia	0	4.46847	25.00	98.50	22	0.08333	0.00000
Akha	Asia	0	5.65250	21.83	99.83	21	0.12500	0.00000
Amdo	Asia	0	5.90822	35.00	100.00	22	0.08333	0.00000
Arabic (Modern Standard)	Asia	0	8.31387	25.00	42.00	21	0.12500	0.00000
Arabic (Sanani)","Asia",0,6.88081,16,44,22,0.08333,0
"473","Arabic (Syrian)","Asia",0,7.15563,34,38,18,0.25,0
"474","Arandai","Asia",0,3,-2.08,133,22,0.08333,0
"475","Assamese","Asia",0,7.18679,26,93,21,0.125,0
"476","Athpare","Asia",0,3.30103,27,87.33,18,0.25,0
"477","Balangao","Asia",0,4.32779,17.17,121.17,21,0.125,0
"478","Baonan","Asia",0,3.77815,36,102.5,20,0.16667,0
"479","Bauzi","Asia",0,3.17609,-2.5,137.5,22,0.08333,0
"480","Belhare","Asia",0,2.69897,26.97,87.3,16,0.33333,0
"481","Bisu","Asia",0,3.47712,19.75,100,21,0.125,0
"482","Brao","Asia",0,4.26586,14.17,107.5,22,0.08333,0
"483","Brokskat","Asia",0,3.47712,35.33,76.5,22,0.08333,0
"484","Camling","Asia",0,4,27,86.67,20,0.16667,0
"485","Chaldean (Modern)","Asia",0,5.31387,36,43,20,0.16667,0
"486","Cham (Western)","Asia",0,5.40329,12,105.5,22,0.08333,0
"487","Chantyal","Asia",0,3.30103,28.58,83.42,20,0.16667,0
"488","Darmiya","Asia",0,3.5084,30,79.75,20,0.16667,0
"489","Deuri","Asia",0,4.42975,26,90.25,20,0.16667,0
"490","Digaro","Asia",0,3.93561,28.42,96,20,0.16667,0
"491","Dimasa","Asia",0,5.02531,25.5,93,21,0.125,0
"492","Domari","Asia",0,6.27326,32,35,20,0.16667,0
"493","Dulong","Asia",0,4.05308,28,98.33,22,0.08333,0
"494","Dumaki","Asia",0,2.69897,36.17,74,20,0.16667,0
"495","Enggano","Asia",0,2.8451,-5.42,102.25,19,0.20833,0
"496","Gadaba","Asia",0,3.90309,19,83.67,22,0.08333,0
"497","Gahri","Asia",0,3.60206,32.5,77,22,0.08333,0
"498","Gojri","Asia",0,5.99665,32.75,76.25,21,0.125,0
"499","Great Andamanese","Asia",0,1.69897,12,92.67,22,0.08333,0
"500","Ho","Asia",0,6.03222,22,86,21,0.125,0
"501","Idu","Asia",0,4.04614,29.33,95.83,21,0.125,0
"502","Ifugao (Batad)","Asia",0,4.63347,16.83,121.08,21,0.125,0
"503","Iha","Asia",0,3.74036,-2.92,132.25,22,0.08333,0
"504","Jarawa (in Andamans)","Asia",0,2.47712,12,92.58,22,0.08333,0
"505","Jiarong","Asia",0,4.91908,31.5,102,21,0.125,0
"506","Kachari","Asia",0,4.77085,26.5,91,21,0.125,0
"507","Kadazan","Asia",0,4.77815,5.92,117.17,21,0.125,0
"508","Kalasha","Asia",0,3.70148,35,72,22,0.08333,0
"509","Kamoro","Asia",0,3.90309,-4.33,136,20,0.16667,0
"510","Kanum (Bädi)","Asia",0,1.69897,-8.83,140.75,22,0.08333,0
"511","Karakalpak","Asia",0,5.61441,43,60,19,0.20833,0
"512","Karen (Pwo)","Asia",0,6.02119,13,99.17,22,0.08333,0
"513","Kati (in West Papua, Indonesia)","Asia",0,3.60206,-5.75,140.92,22,0.08333,0
"514","Khinalug","Asia",0,3.17609,41.17,48.08,21,0.125,0
"515","Khowar","Asia",0,5.38382,36,72,22,0.08333,0
"516","Kinnauri","Asia",0,4.68822,31.5,78,20,0.16667,0
"517","Kirghiz","Asia",0,6.49648,42,75,20,0.16667,0
"518","Kodava","Asia",0,5.08636,12.17,76.83,21,0.125,0
"519","Konkani","Asia",0,6.60206,15.25,74,22,0.08333,0
"520","Korku","Asia",0,5.67943,22.5,78.5,22,0.08333,0
"521","Korowai","Asia",0,2.8451,-5.25,140,18,0.25,0
"522","Koya","Asia",0,5.51851,17.5,81.33,21,0.125,0
"523","Kumauni","Asia",0,6.37291,30,80,20,0.16667,0
"524","Kusunda","Asia",0,1.69897,28,84.67,22,0.08333,0
"525","Kuvi","Asia",0,5.47712,18.75,82.67,19,0.20833,0
"526","Lamaholot","Asia",0,5.17609,-8.25,122.92,21,0.125,0
"527","Lampung","Asia",0,6.17609,-5,105,20,0.16667,0
"528","Larike","Asia",0,4.09889,-3.75,127.92,18,0.25,0
"529","Leti","Asia",0,3.87506,-8.2,127.67,21,0.125,0
"530","Lhomi","Asia",0,3.77815,27.67,87.42,21,0.125,0
"531","Lisu","Asia",0,5.85914,26,98,22,0.08333,0
"532","Lungchang","Asia",0,5.00169,27.5,96.42,21,0.125,0
"533","Magahi","Asia",0,7.11394,23.5,85.5,22,0.08333,0
"534","Magar","Asia",0,5.55154,28,83,20,0.16667,0
"535","Mairasi","Asia",0,3.51851,-3.5,134,21,0.125,0
"536","Maklew","Asia",0,2.07918,-7.67,139.42,21,0.125,0
"537","Manchu","Asia",0,1.77815,49.5,127.5,19,0.20833,0
"538","Mazanderani","Asia",0,6.51388,36.5,52,22,0.08333,0
"539","Mentawai","Asia",0,4.69897,-1.5,99,22,0.08333,0
"540","Mingrelian","Asia",0,5.69897,42.5,42,22,0.08333,0
"541","Moghol","Asia",0,2.30103,35,62,21,0.125,0
"542","Mombum","Asia",0,2.39794,-8.25,138.75,22,0.08333,0
"543","Moni","Asia",0,4.30103,-3.67,137,21,0.125,0
"544","Mor","Asia",0,2.8451,-3,135.75,21,0.125,0
"545","Moraori","Asia",0,1.69897,-8.58,140.67,21,0.125,0
"546","Mpur","Asia",0,3.8451,-0.75,133.25,20,0.16667,0
"547","Naga (Tangkhul)","Asia",0,5.04139,25,94.5,18,0.25,0
"548","Naga Pidgin","Asia",0,4.47712,25.67,94,22,0.08333,0
"549","Neo-Aramaic (Arbel Jewish)","Asia",0,3.30103,31.75,35,19,0.20833,0
"550","Neo-Aramaic (Persian Azerbaijan)","Asia",0,3.64128,38,47,22,0.08333,0
"551","Nocte","Asia",0,4.54407,27,95.5,20,0.16667,0
"552","Nuaulu","Asia",0,3.17609,-3.25,129.17,18,0.25,0
"553","Nyamkad","Asia",0,2.85914,32,78.5,22,0.08333,0
"554","Ordos","Asia",0,6.52905,39,109,21,0.125,0
"555","Oriya","Asia",0,7.50104,21,85,20,0.16667,0
"556","Pattani","Asia",0,4.04139,32.75,76.75,20,0.16667,0
"557","Pisa","Asia",0,3.81291,-5.17,139.17,21,0.125,0
"558","Prasuni","Asia",0,3,35.5,71,21,0.125,0
"559","Pumi","Asia",0,4.54407,28,101,20,0.16667,0
"560","Salar","Asia",0,4.77815,35,103,22,0.08333,0
"561","Santa","Asia",0,5.39794,31.5,107.5,19,0.20833,0
"562","Savi","Asia",0,3.47712,35,71.5,22,0.08333,0
"563","Sherdukpen","Asia",0,3.49136,27,92.5,22,0.08333,0
"564","Sherpa","Asia",0,5.17918,27.75,86.83,20,0.16667,0
"565","Shira Yughur","Asia",0,3.47712,38,99,21,0.125,0
"566","Simeulue","Asia",0,5,2.5,96.25,22,0.08333,0
"567","Sobei","Asia",0,3,-1.92,138.75,21,0.125,0
"568","Sora","Asia",0,5.45939,20,84.33,21,0.125,0
"569","Sougb","Asia",0,4.07918,-1.5,134,20,0.16667,0
"570","Sulung","Asia",0,3.73584,28.33,93.25,22,0.08333,0
"571","Tabla","Asia",0,3.57403,-2.45,140.42,22,0.08333,0
"572","Tarao","Asia",0,2.93952,24.25,94.17,20,0.16667,0
"573","Tati (Southern)","Asia",0,5.34242,36,49.67,20,0.16667,0
"574","Thangmi","Asia",0,4.28535,27.75,86,21,0.125,0
"575","Tibetan (Standard Spoken)","Asia",0,6.10092,30,91,22,0.08333,0
"576","Tinani","Asia",0,3.38917,32.33,77.17,22,0.08333,0
"577","Tobati","Asia",0,2.54407,-2.58,140.67,21,0.125,0
"578","Torwali","Asia",0,4.77815,34.25,72,22,0.08333,0
"579","Tshangla","Asia",0,5.15534,27.83,92.17,20,0.16667,0
"580","Uyghur","Asia",0,6.8809,40,80,17,0.29167,0
"581","Uzbek","Asia",0,7.27406,39,66,16,0.33333,0
"582","Woisika","Asia",0,4.21806,-8.25,124.83,22,0.08333,0
"583","Yale (Kosarek)","Asia",0,3.36173,-4.08,139.5,22,0.08333,0
"584","Yaqay","Asia",0,4,-6.58,139.25,21,0.125,0
